epoch,accuracy,loss,val_accuracy,val_loss
0,0.017191750928759575,5.138765335083008,0.05010297894477844,5.044808864593506
1,0.05866585671901703,4.980085849761963,0.1363276243209839,4.82529878616333
2,0.12817229330539703,4.697694778442383,0.22449302673339844,4.367771625518799
3,0.2047429233789444,4.24426794052124,0.3235107660293579,3.8364498615264893
4,0.27502837777137756,3.764869451522827,0.4198748469352722,3.272575855255127
5,0.34436315298080444,3.3187379837036133,0.5022575855255127,2.766031265258789
6,0.39840757846832275,2.9643731117248535,0.5624604225158691,2.4080538749694824
7,0.44711753726005554,2.6986358165740967,0.6021071076393127,2.1309313774108887
8,0.4840494394302368,2.4905905723571777,0.6451600193977356,1.9004762172698975
9,0.5206908583641052,2.3161611557006836,0.6774001717567444,1.7142961025238037
10,0.5501227974891663,2.17368745803833,0.6996989846229553,1.593167781829834
11,0.5734808444976807,2.0603394508361816,0.7180370688438416,1.4952443838119507
12,0.5929173231124878,1.9582254886627197,0.7339195013046265,1.3888323307037354
13,0.6119576692581177,1.8710901737213135,0.7450094819068909,1.3383047580718994
14,0.6279346346855164,1.7904099225997925,0.7567331790924072,1.2628282308578491
15,0.6432117819786072,1.7201851606369019,0.7673479318618774,1.2044031620025635
16,0.6522037386894226,1.6645478010177612,0.7799033522605896,1.147124171257019
17,0.6649325489997864,1.602778673171997,0.7861613035202026,1.0972011089324951
18,0.6742414236068726,1.552607774734497,0.7905972599983215,1.0674660205841064
19,0.68497633934021,1.5065701007843018,0.7986771464347839,1.0238220691680908
20,0.6922518014907837,1.4644320011138916,0.8058063983917236,0.9919778108596802
21,0.699078381061554,1.4239966869354248,0.8109157085418701,0.9595440030097961
22,0.7066971063613892,1.3857625722885132,0.8166191577911377,0.93024742603302
23,0.7169039249420166,1.3452476263046265,0.8199461102485657,0.9158905148506165
24,0.7229381799697876,1.3149830102920532,0.8230751156806946,0.8867065906524658
25,0.7268993854522705,1.2882804870605469,0.8252138495445251,0.8655868768692017
26,0.731718897819519,1.2584031820297241,0.8276299238204956,0.8510131239891052
27,0.7402751445770264,1.2251687049865723,0.8300855755805969,0.8343780636787415
28,0.7434441447257996,1.2024515867233276,0.834165096282959,0.8159444332122803
29,0.7476430535316467,1.1770803928375244,0.8364226818084717,0.8038885593414307
30,0.7544959783554077,1.1540448665618896,0.8393931984901428,0.7902475595474243
31,0.7601077556610107,1.1290605068206787,0.8386406898498535,0.7834663987159729
32,0.7644650936126709,1.1057435274124146,0.8453342914581299,0.7607709169387817
33,0.766538143157959,1.0861257314682007,0.8460868000984192,0.7505389451980591
34,0.769641101360321,1.069197654724121,0.8454927206039429,0.7527159452438354
35,0.7727704644203186,1.0524873733520508,0.8498890995979309,0.7238660454750061
36,0.7797290682792664,1.0291051864624023,0.8504039645195007,0.7231009602546692
37,0.7838091254234314,1.008641004562378,0.853176474571228,0.7086939215660095
38,0.7860274314880371,0.9940065741539001,0.8549588322639465,0.7025785446166992
39,0.7886550426483154,0.9823798537254333,0.8544043302536011,0.6973897814750671
40,0.7938046455383301,0.964290201663971,0.858998715877533,0.6879092454910278
41,0.7959833145141602,0.9478499293327332,0.8593155741691589,0.6744476556777954
42,0.799456000328064,0.9339279532432556,0.8572956323623657,0.6840547919273376
43,0.8029154539108276,0.9116774797439575,0.8601473569869995,0.6723933815956116
44,0.8043943047523499,0.9060540199279785,0.8609790802001953,0.6603230834007263
45,0.8086724877357483,0.8864449858665466,0.8606226444244385,0.6600526571273804
46,0.8111284375190735,0.8751155138015747,0.8625633716583252,0.6501010656356812
47,0.8141389489173889,0.8601123690605164,0.8618504405021667,0.6481488347053528
48,0.8167665600776672,0.8508273959159851,0.8654943108558655,0.635786771774292
49,0.8188132047653198,0.8340684175491333,0.864622950553894,0.6363184452056885
50,0.8232762217521667,0.817768931388855,0.8649793863296509,0.6340919137001038
51,0.8248870968818665,0.8089532256126404,0.8685836791992188,0.6225355863571167
52,0.8287426829338074,0.7986845374107361,0.8664448857307434,0.6297768950462341
53,0.8301687240600586,0.7875564694404602,0.8681876063346863,0.6184559464454651
54,0.8343412280082703,0.7751466631889343,0.8715937733650208,0.6115506291389465
55,0.8351731300354004,0.7660304307937622,0.8703263401985168,0.6079216003417969
56,0.8370348811149597,0.7509250044822693,0.8711977005004883,0.6061603426933289
57,0.8396229147911072,0.7418307065963745,0.870762050151825,0.6057349443435669
58,0.8418807983398438,0.7331252098083496,0.8717522025108337,0.6030431389808655
59,0.8470171689987183,0.7180699706077576,0.8724255561828613,0.5985776782035828
60,0.8470171689987183,0.7084911465644836,0.8724651336669922,0.5971270203590393
61,0.8486016988754272,0.7033801078796387,0.8744454979896545,0.5914468169212341
62,0.8528798222541809,0.6891486644744873,0.8749604225158691,0.5879696607589722
63,0.8548604249954224,0.6818098425865173,0.8757921457290649,0.5853369235992432
64,0.8572899699211121,0.6697009205818176,0.8734553456306458,0.5913758277893066
65,0.8576068878173828,0.6650075912475586,0.8770595788955688,0.5803450345993042
66,0.8617925643920898,0.6503831744194031,0.8748019933700562,0.5854566693305969
67,0.8616869449615479,0.6463834643363953,0.8755148649215698,0.5773492455482483
68,0.8651200532913208,0.6287959814071655,0.8752376437187195,0.5861051082611084
69,0.8664008378982544,0.6239648461341858,0.8767822980880737,0.5795849561691284
70,0.8697018623352051,0.6145772933959961,0.8762674331665039,0.5781151056289673
71,0.8704412579536438,0.6083428859710693,0.8780101537704468,0.5745903849601746
72,0.8720521926879883,0.5988630652427673,0.8782873749732971,0.57415372133255
73,0.8738347291946411,0.5935892462730408,0.8792775869369507,0.5705609917640686
74,0.8765151500701904,0.5864596366882324,0.8800697326660156,0.562479555606842
75,0.879538893699646,0.5710701942443848,0.8777328729629517,0.5704521536827087
76,0.8801594972610474,0.5667825937271118,0.8772575855255127,0.5716521143913269
77,0.8822985887527466,0.5616732239723206,0.8786042332649231,0.5673732757568359
78,0.8846356868743896,0.5489557385444641,0.8802677392959595,0.5609812140464783
79,0.8836585879325867,0.5500934720039368,0.8794755935668945,0.5630676746368408
80,0.8863654136657715,0.5354817509651184,0.879871666431427,0.5619497299194336
81,0.8875405788421631,0.5322341322898865,0.8805450201034546,0.5563569664955139
82,0.8911189436912537,0.5226992964744568,0.8787230849266052,0.5674344897270203
83,0.890920877456665,0.5179311037063599,0.8813767433166504,0.5586681962013245
84,0.8927165865898132,0.5090467929840088,0.8808618783950806,0.5592296123504639
85,0.893746554851532,0.5040706992149353,0.8794755935668945,0.5588790774345398
86,0.8963741660118103,0.4963732063770294,0.8784854412078857,0.5644410848617554
87,0.8989753723144531,0.48783189058303833,0.8782081604003906,0.5643969774246216
88,0.8985396027565002,0.48525962233543396,0.8778517246246338,0.5669780969619751
89,0.9009823799133301,0.47669273614883423,0.8830798268318176,0.5564425587654114
90,0.9024348258972168,0.4703252613544464,0.8810995221138,0.5582178831100464
91,0.9035043716430664,0.4651099443435669,0.8790399432182312,0.562240719795227
92,0.9061847925186157,0.4581243395805359,0.8808618783950806,0.5555274486541748
93,0.9067261815071106,0.45419129729270935,0.8824065327644348,0.5530731081962585
94,0.9085087180137634,0.45018455386161804,0.8798320889472961,0.5538781881332397
95,0.9091953635215759,0.44477927684783936,0.8812975287437439,0.5532504916191101
96,0.9110703468322754,0.43681636452674866,0.8799508810043335,0.5571287870407104
97,0.9121134281158447,0.4317173361778259,0.8812578916549683,0.5535194873809814
98,0.9136055111885071,0.42437800765037537,0.8799508810043335,0.5544050931930542
99,0.914199709892273,0.41925349831581116,0.8808222413063049,0.5585744380950928
