epoch,accuracy,loss,val_accuracy,val_loss
0,0.013959692791104317,5.166418552398682,0.024199936538934708,5.1138811111450195
1,0.02765524759888649,5.084545135498047,0.06511406600475311,5.00546932220459
2,0.07399825751781464,4.9495978355407715,0.1701124906539917,4.79428243637085
3,0.15462636947631836,4.680427074432373,0.2646150290966034,4.365316390991211
4,0.23121318221092224,4.258864879608154,0.34192806482315063,3.8193564414978027
5,0.30016639828681946,3.8064870834350586,0.41227027773857117,3.2632904052734375
6,0.3606804311275482,3.384242057800293,0.4843156039714813,2.8451764583587646
7,0.41922661662101746,3.0241518020629883,0.5495088696479797,2.4726881980895996
8,0.4668771028518677,2.7480101585388184,0.6087610721588135,2.1779887676239014
9,0.5099976062774658,2.5148000717163086,0.6483286023139954,1.964971899986267
10,0.5468316674232483,2.331270694732666,0.6800142526626587,1.8048344850540161
11,0.5791753530502319,2.170614719390869,0.709165096282959,1.651610255241394
12,0.60466468334198,2.0417325496673584,0.7284141182899475,1.5328580141067505
13,0.6273145079612732,1.9294427633285522,0.7479800581932068,1.4282641410827637
14,0.6472305059432983,1.83149254322052,0.7625158429145813,1.3544402122497559
15,0.6669088006019592,1.7447090148925781,0.7757841944694519,1.2837942838668823
16,0.6820042729377747,1.6684870719909668,0.7891713976860046,1.2215533256530762
17,0.695620596408844,1.6003917455673218,0.7989543676376343,1.1782535314559937
18,0.7081407308578491,1.5407754182815552,0.8038656711578369,1.141634225845337
19,0.7186666131019592,1.4876652956008911,0.8138466477394104,1.0827744007110596
20,0.728268027305603,1.4363222122192383,0.8200253248214722,1.0479891300201416
21,0.7407749891281128,1.3833622932434082,0.8239068388938904,1.030013918876648
22,0.7483821511268616,1.3433985710144043,0.828342854976654,0.9931434988975525
23,0.7552365064620972,1.3037563562393188,0.833372950553894,0.967060923576355
24,0.7623946666717529,1.265007495880127,0.8369771838188171,0.9387022256851196
25,0.7706093788146973,1.2294020652770996,0.8428390622138977,0.9143583178520203
26,0.7771732211112976,1.1944220066070557,0.8454530835151672,0.8903211355209351
27,0.7831559181213379,1.16621994972229,0.8471562266349792,0.8801997303962708
28,0.7903140783309937,1.1311571598052979,0.8510773181915283,0.8596914410591125
29,0.7950685620307922,1.105193853378296,0.8546023368835449,0.8413521647453308
30,0.7996777296066284,1.0805754661560059,0.8562262654304504,0.8266165852546692
31,0.8049209117889404,1.0490107536315918,0.8599889278411865,0.8062125444412231
32,0.8096621632575989,1.0261547565460205,0.8609395027160645,0.7979261875152588
